-8.4262,52.359,-4.9685,5.6912,4.6686,5.988,-12.023,0.64059,3.3055,-43.899,-9.3662,20.437,-16.59,-19.684,10.544,7.9223
-3.4262,49.359,-1.9685,11.691,3.6686,6.988,-13.023,-6.3594,6.3055,-38.899,-6.3662,19.437,-16.59,-19.684,4.5437,6.9223
-0.42619,45.359,-7.9685,17.691,2.6686,7.988,-15.023,-8.3594,8.3055,-32.899,-6.3662,18.437,-13.59,-23.684,2.5437,7.9223
-1.4262,42.359,-13.969,17.691,-1.3314,7.988,-17.023,-9.3594,10.305,-20.899,-5.3662,18.437,-10.59,-27.684,0.5437,10.922
-1.4262,43.359,-18.969,19.691,-5.3314,4.988,-19.023,-13.359,14.305,-15.899,-0.36624,20.437,-12.59,-27.684,-3.4563,11.922
1.5738,44.359,-21.969,28.691,-4.3314,2.988,-24.023,-15.359,16.305,-12.899,-3.3662,18.437,-15.59,-24.684,-3.4563,11.922
0.57381,38.359,-22.969,34.691,-6.3314,3.988,-24.023,-14.359,12.305,-10.899,-1.3662,18.437,-15.59,-19.684,-3.4563,10.922
-5.4262,32.359,-24.969,40.691,-6.3314,3.988,-24.023,-17.359,10.305,1.1008,-1.3662,20.437,-15.59,-16.684,-4.4563,12.922
-12.426,25.359,-19.969,41.691,-3.3314,2.988,-26.023,-16.359,12.305,4.1008,0.63376,21.437,-10.59,-25.684,-4.4563,10.922
-22.426,24.359,-19.969,42.691,-3.3314,7.988,-24.023,-15.359,9.3055,6.1008,3.6338,22.437,-9.5901,-25.684,-6.4563,13.922
-32.426,29.359,-18.969,43.691,-8.3314,6.988,-18.023,-10.359,7.3055,9.1008,3.6338,22.437,-9.5901,-24.684,-4.4563,9.9223
-39.426,24.359,-21.969,46.691,-9.3314,8.988,-19.023,-8.3594,3.3055,8.1008,3.6338,26.437,-6.5901,-17.684,-5.4563,5.9223
-44.426,27.359,-25.969,45.691,-9.3314,10.988,-21.023,-6.3594,-0.6945,10.101,3.6338,23.437,-4.5901,-13.684,-3.4563,6.9223
-47.426,29.359,-28.969,39.691,-4.3314,10.988,-24.023,-6.3594,-2.6945,15.101,4.6338,25.437,0.40986,-10.684,1.5437,3.9223
-60.426,24.359,-31.969,30.691,4.6686,10.988,-25.023,-6.3594,-1.6945,19.101,1.6338,23.437,3.4099,-3.6836,11.544,0.9223
-61.426,21.359,-36.969,24.691,4.6686,13.988,-22.023,-6.3594,-1.6945,22.101,1.6338,22.437,5.4099,2.3164,15.544,-2.0777
-63.426,23.359,-43.969,17.691,6.6686,12.988,-20.023,-8.3594,-1.6945,23.101,1.6338,21.437,9.4099,7.3164,16.544,-1.0777
-67.426,26.359,-52.969,10.691,12.669,16.988,-22.023,-12.359,-3.6945,25.101,4.6338,24.437,15.41,8.3164,19.544,-1.0777
-66.426,26.359,-54.969,2.6912,16.669,17.988,-24.023,-13.359,-1.6945,28.101,5.6338,23.437,13.41,8.3164,20.544,-4.0777
-59.426,25.359,-59.969,-8.3088,24.669,17.988,-23.023,-14.359,2.3055,30.101,5.6338,20.437,14.41,8.3164,21.544,-5.0777
-53.426,34.359,-59.969,-20.309,25.669,17.988,-26.023,-19.359,1.3055,32.101,7.6338,22.437,13.41,5.3164,24.544,-5.0777
-49.426,44.359,-58.969,-28.309,23.669,16.988,-26.023,-17.359,5.3055,30.101,0.63376,20.437,13.41,10.316,24.544,-3.0777
-50.426,45.359,-61.969,-30.309,23.669,13.988,-25.023,-12.359,1.3055,27.101,1.6338,19.437,8.4099,13.316,25.544,-4.0777
-43.426,48.359,-62.969,-33.309,23.669,11.988,-25.023,-5.3594,-2.6945,23.101,1.6338,24.437,7.4099,12.316,24.544,-5.0777
-36.426,47.359,-60.969,-38.309,22.669,12.988,-27.023,-4.3594,-0.6945,23.101,-1.3662,22.437,8.4099,15.316,23.544,-5.0777
-28.426,37.359,-54.969,-39.309,19.669,11.988,-26.023,-2.3594,-0.6945,24.101,1.6338,19.437,13.41,15.316,15.544,-7.0777
-26.426,32.359,-48.969,-39.309,19.669,12.988,-21.023,-3.3594,0.3055,24.101,-3.3662,18.437,14.41,13.316,10.544,-6.0777
-29.426,35.359,-42.969,-39.309,19.669,10.988,-21.023,-6.3594,-0.6945,22.101,-4.3662,19.437,15.41,10.316,11.544,-5.0777
-35.426,31.359,-37.969,-43.309,16.669,11.988,-12.023,-0.35941,2.3055,23.101,-1.3662,19.437,13.41,12.316,11.544,-7.0777
-41.426,30.359,-38.969,-48.309,15.669,14.988,-8.0232,-1.3594,3.3055,26.101,-1.3662,21.437,13.41,14.316,13.544,-8.0777
-45.426,23.359,-42.969,-52.309,11.669,19.988,-5.0232,2.6406,9.3055,28.101,-6.3662,22.437,11.41,14.316,14.544,-8.0777
-48.426,17.359,-48.969,-55.309,9.6686,21.988,2.9768,5.6406,12.305,32.101,-9.3662,23.437,10.41,12.316,16.544,-4.0777
-46.426,12.359,-50.969,-55.309,8.6686,22.988,5.9768,7.6406,10.305,34.101,-9.3662,24.437,9.4099,10.316,14.544,-5.0777
-47.426,8.3594,-52.969,-54.309,5.6686,20.988,10.977,7.6406,13.305,43.101,-13.366,24.437,7.4099,14.316,12.544,-0.077695
-53.426,10.359,-50.969,-58.309,1.6686,18.988,13.977,8.6406,11.305,44.101,-12.366,29.437,7.4099,23.316,8.5437,-1.0777
-50.426,12.359,-49.969,-55.309,1.6686,17.988,12.977,6.6406,12.305,43.101,-17.366,28.437,9.4099,26.316,6.5437,-4.0777
-54.426,17.359,-45.969,-57.309,-0.33143,14.988,10.977,5.6406,13.305,47.101,-16.366,30.437,11.41,26.316,1.5437,-7.0777
-59.426,23.359,-45.969,-56.309,-4.3314,15.988,9.9768,3.6406,14.305,50.101,-17.366,31.437,11.41,27.316,-1.4563,-5.0777
-63.426,24.359,-42.969,-49.309,-6.3314,16.988,8.9768,1.6406,12.305,51.101,-16.366,31.437,7.4099,29.316,-0.4563,-3.0777
-60.426,19.359,-34.969,-49.309,-9.3314,15.988,4.9768,-4.3594,12.305,50.101,-16.366,32.437,5.4099,33.316,2.5437,-2.0777
-53.426,17.359,-30.969,-49.309,-9.3314,7.988,0.97683,-8.3594,13.305,53.101,-21.366,31.437,11.41,35.316,2.5437,-1.0777
-45.426,14.359,-26.969,-52.309,-7.3314,8.988,-5.0232,-13.359,12.305,55.101,-22.366,31.437,12.41,40.316,-2.4563,-0.077695
-38.426,7.3594,-32.969,-49.309,-5.3314,6.988,-5.0232,-13.359,10.305,58.101,-22.366,30.437,12.41,43.316,-3.4563,0.9223
-28.426,0.35936,-39.969,-43.309,-0.33143,3.988,-10.023,-12.359,7.3055,53.101,-21.366,28.437,15.41,48.316,-0.4563,-0.077695
-20.426,0.35936,-51.969,-43.309,3.6686,1.988,-13.023,-15.359,6.3055,57.101,-17.366,28.437,16.41,49.316,-3.4563,-0.077695
-12.426,7.3594,-62.969,-47.309,3.6686,-0.012033,-14.023,-14.359,5.3055,54.101,-16.366,30.437,13.41,55.316,-6.4563,2.9223
-8.4262,18.359,-65.969,-52.309,-1.3314,-1.012,-15.023,-10.359,3.3055,53.101,-19.366,28.437,14.41,59.316,-4.4563,-0.077695
-10.426,26.359,-63.969,-52.309,-5.3314,1.988,-13.023,-12.359,1.3055,50.101,-19.366,30.437,6.4099,65.316,-5.4563,-0.077695
-13.426,28.359,-60.969,-54.309,-4.3314,-1.012,-9.0232,-10.359,0.3055,45.101,-19.366,34.437,0.40986,67.316,-3.4563,1.9223
-21.426,28.359,-56.969,-52.309,-6.3314,-0.012033,-8.0232,-13.359,0.3055,45.101,-19.366,39.437,-3.5901,73.316,-6.4563,3.9223
-21.426,23.359,-44.969,-50.309,-12.331,0.98797,-10.023,-17.359,-0.6945,49.101,-20.366,35.437,-5.5901,74.316,-5.4563,3.9223
-17.426,29.359,-34.969,-50.309,-10.331,3.988,-11.023,-18.359,-0.6945,42.101,-24.366,33.437,-6.5901,74.316,-7.4563,-2.0777
-14.426,31.359,-30.969,-52.309,-10.331,3.988,-11.023,-15.359,0.3055,40.101,-27.366,31.437,-6.5901,73.316,-12.456,1.9223
-13.426,25.359,-29.969,-51.309,2.6686,4.988,-13.023,-18.359,2.3055,41.101,-28.366,26.437,-8.5901,72.316,-15.456,1.9223
-11.426,23.359,-32.969,-50.309,8.6686,6.988,-16.023,-17.359,2.3055,44.101,-31.366,24.437,-11.59,79.316,-18.456,-0.077695
-7.4262,29.359,-31.969,-52.309,13.669,5.988,-16.023,-19.359,3.3055,44.101,-33.366,21.437,-11.59,78.316,-19.456,-0.077695
-5.4262,38.359,-33.969,-52.309,13.669,5.988,-22.023,-24.359,2.3055,40.101,-33.366,19.437,-10.59,79.316,-22.456,0.9223
1.5738,44.359,-38.969,-56.309,15.669,8.988,-23.023,-25.359,6.3055,38.101,-28.366,17.437,-12.59,76.316,-25.456,0.9223
6.5738,55.359,-40.969,-55.309,13.669,8.988,-20.023,-26.359,3.3055,32.101,-26.366,17.437,-19.59,74.316,-25.456,-0.077695
5.5738,64.359,-37.969,-58.309,13.669,11.988,-18.023,-24.359,6.3055,25.101,-29.366,12.437,-20.59,74.316,-25.456,-0.077695
-2.4262,67.359,-31.969,-54.309,10.669,14.988,-16.023,-24.359,4.3055,17.101,-26.366,13.437,-20.59,70.316,-20.456,0.9223
-4.4262,69.359,-25.969,-50.309,12.669,14.988,-19.023,-26.359,0.3055,8.1008,-24.366,13.437,-20.59,72.316,-19.456,-0.077695
-9.4262,70.359,-15.969,-46.309,15.669,13.988,-24.023,-28.359,-2.6945,7.1008,-20.366,12.437,-20.59,69.316,-18.456,-2.0777
-10.426,67.359,-12.969,-37.309,18.669,10.988,-19.023,-30.359,-4.6945,8.1008,-20.366,9.437,-19.59,69.316,-25.456,-1.0777
-4.4262,58.359,-8.9685,-29.309,20.669,6.988,-24.023,-34.359,-7.6945,8.1008,-12.366,5.437,-17.59,67.316,-25.456,-3.0777
-1.4262,56.359,-9.9685,-25.309,22.669,4.988,-26.023,-36.359,-9.6945,6.1008,-8.3662,8.437,-19.59,73.316,-26.456,-2.0777
12.574,50.359,-11.969,-23.309,26.669,0.98797,-23.023,-39.359,-11.695,0.10083,-12.366,7.437,-20.59,72.316,-24.456,0.9223
17.574,62.359,-15.969,-19.309,21.669,0.98797,-22.023,-38.359,-14.695,-7.8992,-13.366,4.437,-22.59,71.316,-23.456,-1.0777
19.574,62.359,-16.969,-15.309,11.669,0.98797,-19.023,-38.359,-11.695,-12.899,-12.366,5.437,-20.59,72.316,-22.456,0.9223
23.574,62.359,-14.969,-14.309,3.6686,2.988,-17.023,-35.359,-9.6945,-15.899,-13.366,5.437,-24.59,71.316,-21.456,0.9223
23.574,64.359,-10.969,-15.309,1.6686,4.988,-18.023,-34.359,-8.6945,-23.899,-16.366,3.437,-21.59,71.316,-18.456,-0.077695
25.574,61.359,-2.9685,-15.309,2.6686,3.988,-20.023,-35.359,-2.6945,-34.899,-17.366,2.437,-21.59,71.316,-20.456,0.9223
22.574,71.359,0.031461,-14.309,4.6686,0.98797,-19.023,-37.359,0.3055,-37.899,-13.366,0.43697,-21.59,71.316,-25.456,-3.0777
25.574,80.359,5.0315,-16.309,11.669,-1.012,-22.023,-38.359,-1.6945,-36.899,-11.366,-6.563,-20.59,63.316,-30.456,-3.0777
22.574,95.359,14.031,-16.309,15.669,-3.012,-25.023,-32.359,-4.6945,-45.899,-9.3662,-6.563,-24.59,60.316,-33.456,-8.0777
18.574,102.36,22.031,-17.309,22.669,-1.012,-26.023,-33.359,-8.6945,-53.899,-5.3662,-10.563,-25.59,60.316,-35.456,-12.078
16.574,99.359,28.031,-20.309,25.669,5.988,-23.023,-33.359,-8.6945,-63.899,-0.36624,-12.563,-22.59,58.316,-35.456,-9.0777
15.574,85.359,31.031,-19.309,25.669,10.988,-24.023,-33.359,-9.6945,-69.899,5.6338,-13.563,-21.59,63.316,-33.456,-10.078
15.574,77.359,31.031,-13.309,23.669,11.988,-21.023,-30.359,-11.695,-69.899,8.6338,-15.563,-27.59,65.316,-30.456,-15.078
15.574,68.359,31.031,-9.3088,26.669,10.988,-21.023,-23.359,-9.6945,-74.899,5.6338,-15.563,-25.59,61.316,-23.456,-15.078
20.574,57.359,30.031,4.6912,21.669,9.988,-21.023,-17.359,-10.695,-79.899,0.63376,-17.563,-24.59,64.316,-18.456,-17.078
27.574,50.359,29.031,17.691,13.669,10.988,-23.023,-14.359,-7.6945,-86.899,-0.36624,-17.563,-24.59,62.316,-16.456,-18.078
34.574,47.359,27.031,29.691,-0.33143,8.988,-19.023,-13.359,-10.695,-90.899,1.6338,-17.563,-24.59,61.316,-11.456,-21.078
33.574,49.359,27.031,37.691,-8.3314,10.988,-17.023,-9.3594,-15.695,-90.899,-2.3662,-19.563,-29.59,62.316,-9.4563,-24.078
33.574,54.359,25.031,48.691,-4.3314,10.988,-15.023,-10.359,-11.695,-89.899,-7.3662,-19.563,-31.59,54.316,-8.4563,-28.078
30.574,68.359,24.031,50.691,2.6686,15.988,-15.023,-12.359,-10.695,-92.899,-6.3662,-20.563,-36.59,47.316,-11.456,-31.078
28.574,73.359,27.031,50.691,5.6686,12.988,-11.023,-11.359,-12.695,-91.899,-10.366,-23.563,-37.59,43.316,-13.456,-30.078
24.574,88.359,30.031,48.691,7.6686,9.988,-9.0232,-13.359,-11.695,-91.899,-16.366,-22.563,-40.59,40.316,-14.456,-30.078
25.574,86.359,31.031,49.691,1.6686,11.988,-7.0232,-14.359,-9.6945,-86.899,-10.366,-27.563,-41.59,42.316,-18.456,-28.078
29.574,75.359,32.031,46.691,-4.3314,4.988,-5.0232,-14.359,-7.6945,-78.899,-5.3662,-23.563,-40.59,44.316,-18.456,-31.078
38.574,68.359,31.031,36.691,-5.3314,5.988,-8.0232,-13.359,-6.6945,-77.899,0.63376,-27.563,-39.59,45.316,-15.456,-30.078
38.574,65.359,39.031,25.691,-4.3314,-0.012033,-5.0232,-10.359,-5.6945,-75.899,2.6338,-28.563,-37.59,46.316,-14.456,-31.078
36.574,62.359,41.031,15.691,0.66857,-4.012,-5.0232,-11.359,-4.6945,-66.899,5.6338,-29.563,-37.59,45.316,-12.456,-31.078
37.574,60.359,40.031,4.6912,-2.3314,-8.012,-11.023,-14.359,-2.6945,-53.899,14.634,-30.563,-33.59,49.316,-16.456,-31.078
32.574,59.359,44.031,-2.3088,-10.331,-7.012,-13.023,-16.359,4.3055,-42.899,15.634,-31.563,-33.59,48.316,-16.456,-31.078
36.574,58.359,47.031,-7.3088,-18.331,-5.012,-19.023,-15.359,10.305,-40.899,18.634,-31.563,-30.59,43.316,-13.456,-29.078
32.574,62.359,45.031,-19.309,-14.331,-8.012,-24.023,-18.359,19.305,-26.899,11.634,-34.563,-24.59,37.316,-10.456,-28.078
34.574,62.359,41.031,-28.309,-11.331,-15.012,-29.023,-22.359,19.305,-22.899,14.634,-32.563,-18.59,38.316,-3.4563,-28.078
27.574,59.359,42.031,-32.309,-7.3314,-14.012,-31.023,-25.359,22.305,-7.8992,10.634,-34.563,-18.59,44.316,-5.4563,-30.078
25.574,58.359,42.031,-41.309,-3.3314,-14.012,-30.023,-30.359,23.305,-2.8992,16.634,-37.563,-16.59,43.316,0.5437,-34.078
25.574,58.359,40.031,-44.309,3.6686,-13.012,-34.023,-35.359,26.305,0.10083,20.634,-40.563,-12.59,42.316,4.5437,-40.078
16.574,57.359,41.031,-44.309,9.6686,-13.012,-33.023,-35.359,25.305,1.1008,26.634,-41.563,-10.59,35.316,6.5437,-39.078
8.5738,65.359,45.031,-48.309,9.6686,-16.012,-34.023,-34.359,28.305,1.1008,28.634,-43.563,-8.5901,32.316,3.5437,-38.078
3.5738,69.359,44.031,-50.309,8.6686,-13.012,-31.023,-30.359,29.305,2.1008,22.634,-44.563,-4.5901,33.316,2.5437,-36.078
-5.4262,71.359,41.031,-50.309,6.6686,-13.012,-31.023,-25.359,26.305,8.1008,25.634,-45.563,-5.5901,29.316,5.5437,-35.078
-5.4262,76.359,42.031,-48.309,3.6686,-15.012,-32.023,-26.359,23.305,5.1008,27.634,-47.563,-3.5901,28.316,5.5437,-33.078
-2.4262,82.359,40.031,-43.309,6.6686,-17.012,-29.023,-22.359,19.305,-0.89917,23.634,-48.563,-4.5901,25.316,5.5437,-35.078
-1.4262,83.359,36.031,-42.309,1.6686,-12.012,-30.023,-23.359,26.305,-2.8992,25.634,-52.563,-7.5901,24.316,10.544,-38.078
-3.4262,91.359,30.031,-37.309,3.6686,-12.012,-29.023,-18.359,28.305,-7.8992,21.634,-52.563,-7.5901,21.316,8.5437,-34.078
1.5738,91.359,23.031,-32.309,5.6686,-11.012,-24.023,-17.359,27.305,-13.899,18.634,-49.563,-6.5901,18.316,11.544,-35.078
2.5738,89.359,13.031,-28.309,12.669,-9.012,-21.023,-15.359,28.305,-18.899,17.634,-51.563,-6.5901,11.316,13.544,-37.078
-1.4262,86.359,8.0315,-21.309,20.669,-7.012,-19.023,-12.359,28.305,-12.899,20.634,-50.563,-11.59,6.3164,11.544,-40.078
0.57381,84.359,3.0315,-16.309,19.669,-6.012,-14.023,-11.359,29.305,-8.8992,17.634,-49.563,-14.59,1.3164,6.5437,-41.078
5.5738,77.359,8.0315,-12.309,17.669,-6.012,-13.023,-9.3594,28.305,-9.8992,18.634,-49.563,-11.59,0.3164,4.5437,-43.078
8.5738,74.359,9.0315,-6.3088,14.669,-5.012,-14.023,-6.3594,25.305,-11.899,18.634,-51.563,-9.5901,-4.6836,1.5437,-39.078
6.5738,72.359,6.0315,0.69122,9.6686,-4.012,-11.023,-11.359,23.305,-11.899,21.634,-43.563,-10.59,-4.6836,-1.4563,-37.078
0.57381,68.359,1.0315,8.6912,12.669,-2.012,-9.0232,-7.3594,25.305,-11.899,21.634,-41.563,-10.59,-7.6836,-4.4563,-33.078
-9.4262,71.359,-11.969,16.691,11.669,-6.012,-10.023,-6.3594,25.305,-9.8992,25.634,-39.563,-12.59,-6.6836,-6.4563,-32.078
-12.426,77.359,-16.969,27.691,9.6686,-6.012,-8.0232,-11.359,24.305,-5.8992,21.634,-36.563,-10.59,-16.684,-8.4563,-30.078
-8.4262,78.359,-19.969,36.691,5.6686,-9.012,-5.0232,-9.3594,22.305,-3.8992,19.634,-35.563,-9.5901,-20.684,-13.456,-28.078
-14.426,81.359,-19.969,42.691,4.6686,-9.012,0.97683,-10.359,22.305,-7.8992,13.634,-28.563,-9.5901,-25.684,-17.456,-25.078
-14.426,83.359,-23.969,49.691,0.66857,-13.012,3.9768,-5.3594,21.305,-2.8992,8.6338,-26.563,-7.5901,-28.684,-20.456,-21.078
-7.4262,80.359,-16.969,52.691,-5.3314,-20.012,1.9768,-3.3594,18.305,2.1008,8.6338,-25.563,-8.5901,-36.684,-19.456,-20.078
-6.4262,73.359,-6.9685,54.691,-12.331,-21.012,2.9768,-5.3594,16.305,0.10083,8.6338,-23.563,-6.5901,-37.684,-17.456,-15.078
-5.4262,65.359,0.031461,61.691,-14.331,-21.012,-0.023172,-4.3594,13.305,1.1008,4.6338,-19.563,-6.5901,-42.684,-20.456,-12.078
-8.4262,64.359,-1.9685,64.691,-11.331,-23.012,0.97683,0.64059,13.305,0.10083,3.6338,-17.563,-3.5901,-46.684,-25.456,-9.0777
-8.4262,68.359,-9.9685,65.691,-6.3314,-24.012,1.9768,-7.3594,15.305,3.1008,0.63376,-15.563,-5.5901,-46.684,-23.456,-7.0777
-11.426,68.359,-16.969,65.691,-9.3314,-21.012,-0.023172,-8.3594,16.305,9.1008,2.6338,-13.563,-6.5901,-48.684,-21.456,-3.0777
-12.426,67.359,-22.969,66.691,-8.3314,-22.012,-1.0232,-7.3594,17.305,8.1008,0.63376,-13.563,-6.5901,-46.684,-16.456,-2.0777
-14.426,69.359,-20.969,71.691,-8.3314,-24.012,-4.0232,-6.3594,13.305,4.1008,-3.3662,-8.563,-7.5901,-43.684,-11.456,-4.0777
-10.426,72.359,-12.969,75.691,-8.3314,-25.012,-11.023,-10.359,8.3055,6.1008,-6.3662,-8.563,-7.5901,-40.684,-17.456,-4.0777
-5.4262,75.359,-7.9685,74.691,-4.3314,-24.012,-11.023,-11.359,6.3055,1.1008,-7.3662,-8.563,-13.59,-40.684,-18.456,-6.0777
-0.42619,74.359,-7.9685,74.691,2.6686,-23.012,-7.0232,-12.359,2.3055,2.1008,-17.366,-4.563,-17.59,-43.684,-21.456,-3.0777
-1.4262,74.359,-5.9685,72.691,8.6686,-20.012,-3.0232,-9.3594,0.3055,1.1008,-20.366,-4.563,-18.59,-42.684,-26.456,-3.0777
-6.4262,80.359,-6.9685,69.691,9.6686,-19.012,-0.023172,-6.3594,-2.6945,-2.8992,-22.366,-4.563,-18.59,-41.684,-26.456,-0.077695
-9.4262,80.359,-7.9685,69.691,11.669,-18.012,2.9768,-2.3594,-6.6945,-0.89917,-21.366,-5.563,-22.59,-42.684,-27.456,0.9223
-11.426,83.359,-6.9685,65.691,12.669,-17.012,9.9768,-2.3594,-10.695,2.1008,-22.366,-4.563,-24.59,-40.684,-31.456,-0.077695
-5.4262,80.359,-5.9685,64.691,15.669,-17.012,8.9768,-1.3594,-11.695,-2.8992,-25.366,-2.563,-30.59,-37.684,-37.456,1.9223
-4.4262,82.359,-4.9685,64.691,13.669,-14.012,10.977,5.6406,-14.695,-6.8992,-28.366,-3.563,-33.59,-34.684,-37.456,4.9223
-8.4262,79.359,-3.9685,67.691,11.669,-13.012,13.977,7.6406,-15.695,-7.8992,-29.366,-2.563,-33.59,-34.684,-40.456,4.9223
-11.426,73.359,2.0315,65.691,9.6686,-9.012,16.977,4.6406,-13.695,-2.8992,-24.366,-2.563,-34.59,-32.684,-44.456,2.9223
-14.426,73.359,7.0315,67.691,7.6686,-9.012,14.977,5.6406,-10.695,-3.8992,-22.366,-0.56303,-35.59,-32.684,-46.456,3.9223
-15.426,67.359,8.0315,69.691,7.6686,-5.012,13.977,3.6406,-11.695,-5.8992,-18.366,1.437,-42.59,-32.684,-40.456,1.9223
-10.426,57.359,6.0315,65.691,9.6686,1.988,15.977,4.6406,-10.695,-8.8992,-18.366,2.437,-44.59,-33.684,-40.456,2.9223
-13.426,48.359,7.0315,65.691,8.6686,0.98797,9.9768,2.6406,-10.695,-3.8992,-17.366,3.437,-39.59,-33.684,-31.456,3.9223
-10.426,44.359,4.0315,60.691,8.6686,0.98797,8.9768,-0.35941,-6.6945,0.10083,-15.366,2.437,-33.59,-31.684,-32.456,-1.0777
-5.4262,48.359,-0.96854,60.691,8.6686,1.988,10.977,-3.3594,-3.6945,-4.8992,-15.366,-0.56303,-33.59,-30.684,-28.456,-1.0777
5.5738,53.359,-3.9685,58.691,6.6686,1.988,8.9768,-4.3594,-3.6945,-5.8992,-14.366,-6.563,-31.59,-28.684,-26.456,-5.0777
-0.42619,51.359,-6.9685,55.691,4.6686,5.988,9.9768,-1.3594,-0.6945,-5.8992,-11.366,-7.563,-27.59,-26.684,-25.456,-5.0777
-0.42619,46.359,-6.9685,49.691,4.6686,7.988,11.977,-4.3594,1.3055,-0.89917,-10.366,-10.563,-26.59,-23.684,-24.456,-5.0777
7.5738,43.359,-2.9685,46.691,6.6686,7.988,6.9768,-6.3594,0.3055,-2.8992,-12.366,-11.563,-25.59,-22.684,-29.456,-6.0777
16.574,44.359,1.0315,44.691,6.6686,7.988,6.9768,-5.3594,0.3055,3.1008,-17.366,-12.563,-23.59,-24.684,-34.456,-10.078
20.574,51.359,5.0315,38.691,6.6686,8.988,8.9768,-4.3594,1.3055,0.10083,-23.366,-16.563,-22.59,-26.684,-33.456,-14.078
18.574,55.359,14.031,39.691,2.6686,9.988,5.9768,-1.3594,-0.6945,-1.8992,-22.366,-16.563,-27.59,-30.684,-32.456,-11.078
16.574,45.359,15.031,38.691,0.66857,8.988,6.9768,-0.35941,0.3055,3.1008,-17.366,-14.563,-29.59,-32.684,-29.456,-9.0777
16.574,50.359,12.031,39.691,-8.3314,8.988,4.9768,-3.3594,1.3055,6.1008,-13.366,-13.563,-31.59,-29.684,-28.456,-7.0777
15.574,52.359,12.031,33.691,-10.331,6.988,4.9768,-4.3594,2.3055,6.1008,-15.366,-11.563,-31.59,-25.684,-23.456,-7.0777
14.574,55.359,14.031,27.691,-12.331,6.988,-0.023172,-7.3594,-2.6945,3.1008,-14.366,-8.563,-27.59,-22.684,-17.456,-5.0777
14.574,58.359,9.0315,22.691,-13.331,5.988,0.97683,-10.359,-4.6945,5.1008,-16.366,-6.563,-25.59,-20.684,-15.456,-3.0777
20.574,56.359,9.0315,14.691,-14.331,8.988,1.9768,-9.3594,-4.6945,13.101,-17.366,-7.563,-24.59,-21.684,-16.456,-6.0777
24.574,57.359,9.0315,7.6912,-13.331,10.988,3.9768,-13.359,-4.6945,18.101,-15.366,-9.563,-22.59,-26.684,-13.456,-6.0777
22.574,61.359,13.031,0.69122,-14.331,7.988,2.9768,-14.359,-4.6945,19.101,-15.366,-6.563,-20.59,-32.684,-11.456,-5.0777
16.574,62.359,18.031,-2.3088,-17.331,7.988,-1.0232,-16.359,-3.6945,21.101,-11.366,-8.563,-19.59,-32.684,-5.4563,-5.0777
14.574,60.359,26.031,-10.309,-18.331,7.988,-7.0232,-18.359,-1.6945,25.101,-6.3662,-9.563,-21.59,-28.684,-5.4563,-7.0777
13.574,59.359,29.031,-10.309,-21.331,8.988,-18.023,-16.359,3.3055,26.101,-7.3662,-9.563,-26.59,-26.684,-0.4563,-10.078
14.574,66.359,31.031,-12.309,-24.331,4.988,-18.023,-18.359,5.3055,28.101,-6.3662,-10.563,-25.59,-23.684,1.5437,-10.078
18.574,61.359,28.031,-14.309,-27.331,5.988,-22.023,-14.359,6.3055,25.101,-6.3662,-9.563,-21.59,-18.684,1.5437,-7.0777
